,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S,d34s_melt,d34s_fluid,accd34s_fluid,alpha,SCSS_S6+,sulfide_frac
537,27.26715990001611,-8.09042949765582,447.3284441715479,1.6144877835518112,13.816851738343798,0.0007571290608237833,0.9913803589989195,0.05108928248513126,0.8698238385932057,0.07908687892166298,0.03855466448365012,0.012534618001481142,0.8818310361656098,0.9784686533482527,7.431344318581242,0.9886927070916357,0.011307292908364316,0.0,162.85441280293233,162.85441280293233,66.16769548043061,7.310754370702279,0.0,377.8265495041556,0.7546526905103992,0.1588513685051648,235.1318827290571,10.286408090487917,3.0139523915940307,0.17271933820867316,0.00021910261528652493,0.0011601906029484895,0.001977615726281775,0.0006429483439850934,0.03954340716596739,0.15433899518064095,0.20395562819195248,0.0,0.0,0.0,0.0,-8.990429497655821,1765.9910901860483,6766.318126850609,1.4844238033124113,0.05108928248513126,0.8698238385932057,0.07908687892166298,0.03855466448365012,0.012534618001481142,0.9886927070916357,0.011307292908364316,0.0,1.5480131071459065,-0.1086247083712506,1.605761080173359,1.605761080173359,1.7143857885446097,2099.49945118218,0.0
538,26.843496030661015,-8.090759045621942,438.36747716174295,1.6009805940596715,13.36932233161268,0.0007421819894717499,0.991498063485516,0.05088139409207897,0.87120498957,0.07791361633792102,0.0385169681771144,0.012364425914964578,0.881242297236988,0.9776728855818765,7.412859025030952,0.9885377815194782,0.011462218480521747,0.0,165.71400995435386,165.71400995435386,67.20306579794759,7.303942287969037,0.0,384.86542805997647,0.756995142613645,0.15864733498307337,231.87359796448177,10.1084540712593,2.924882117547713,0.1725729521643098,0.0002144041243543673,0.001137047032245539,0.0020059323009247194,0.0006439292213023879,0.039538743945049165,0.15431327753407695,0.2039635369461787,0.0,0.0,0.0,0.0,-8.990759045621942,1768.440264000227,6761.02139134507,1.464409250018203,0.05088139409207897,0.87120498957,0.07791361633792102,0.0385169681771144,0.012364425914964578,0.9885377815194782,0.011462218480521747,0.0,1.5312791193755895,-0.12537013149881515,1.5960684866835817,1.5960684866835817,1.7214386181823969,2101.901304329557,0.0
539,26.41983216130592,-8.091088593588063,429.43734970044926,1.587336669093075,12.933883089116339,0.0007272802780734315,0.9916162909328087,0.05067149387400108,0.8725644082073127,0.07676409791868623,0.03847853727880636,0.012192956595194716,0.8806619280963665,0.9768816874231429,7.393831910376734,0.988381503546368,0.011618496453632027,0.0,168.6674376084852,168.6674376084852,68.27367760576709,7.296758804182716,0.0,392.1463327565598,0.759372466390797,0.1584435138523238,228.59735525921383,9.930945011429381,2.836927935607956,0.17242534676395788,0.00020973342277072889,0.001113977581052435,0.0020344316564484192,0.0006446642371883624,0.03953402650100725,0.15428734890513465,0.20397144751535218,0.0,0.0,0.0,0.0,-8.991088593588064,1770.9262072768859,6755.669133415697,1.4442658354856657,0.05067149387400108,0.8725644082073127,0.07676409791868623,0.03847853727880636,0.012192956595194716,0.988381503546368,0.011618496453632027,0.0,1.5149365461686723,-0.1422313662194452,1.5863479686528688,1.5863479686528688,1.728579334872314,2104.3462161209272,0.0
540,25.996168291950823,-8.091418141554186,420.5399928730662,1.5735552546827016,12.510186395654298,0.0007124271246074735,0.9917350468402523,0.05045964702130237,0.8739026423557619,0.07563771062293574,0.038439396812315695,0.012020250208986675,0.8800901725147128,0.9760951750313829,7.374276172205827,0.9882238679502806,0.011776132049719416,0.0,171.71948777510144,171.71948777510147,69.38129431334256,7.289211484412264,0.0,399.68127479804053,0.7617848931065228,0.15823990501892948,225.30355962448905,9.753894861108147,2.750109708106093,0.17227652823643494,0.00020509138184890332,0.0010909873905970812,0.0020631137658357747,0.0006451491368617235,0.03952925461852511,0.15426120848509295,0.20397935989961058,0.0,0.0,0.0,0.0,-8.991418141554187,1773.4495381924319,6750.260998891853,1.4239959815526633,0.05045964702130237,0.8739026423557619,0.07563771062293574,0.038439396812315695,0.012020250208986675,0.9882238679502806,0.011776132049719416,0.0,1.4989742316470036,-0.15920748593681222,1.5766010263819397,1.5766010263819397,1.7358085123187519,2106.834891278985,0.0
541,25.572504422595728,-8.091747689520307,411.6772851614254,1.5596354764318114,12.097894426790472,0.0006976256436457907,0.9918543352332123,0.050245915958360594,0.8752202326419677,0.07453385139967171,0.03839957047210495,0.011846345486255641,0.8795272866342635,0.975313470441332,7.35420465618434,0.9880648681573008,0.01193513184269924,0.0,174.87527419072597,174.87527419072597,70.52779747268133,7.281307613114656,0.0,407.48307430898456,0.7642326692566844,0.15803650838860572,221.9926047717141,9.577316756484933,2.6644463152972957,0.17212650241827188,0.0002004788416217382,0.0010680814655243068,0.002091978837671311,0.0006453797205620504,0.03952442802817283,0.1542348552542384,0.20398727409909198,0.0,0.0,0.0,0.0,-8.991747689520308,1776.0109086945486,6744.796585266491,1.4036020423942281,0.050245915958360594,0.8752202326419677,0.07453385139967171,0.03839957047210495,0.011846345486255641,0.9880648681573008,0.01193513184269924,0.0,1.4833812853852406,-0.17629761537806088,1.5668291389538898,1.5668291389538898,1.7431267543319506,2109.3680740188925,0.0
542,25.148840553240632,-8.092077237486428,402.85105557041726,1.5455763347636038,11.696679035911547,0.0006828788714932251,0.9919741238936628,0.05003036019190088,0.8765177123153943,0.07345192749270474,0.03835908032709867,0.011671279864802207,0.8789735398080324,0.9745367019594019,7.3336298265135245,0.9879044962034207,0.012095503796579333,0.0,178.14025915075422,178.1402591507542,71.71519660665322,7.27305392617544,0.0,415.5654290830919,0.7667160536115508,0.1578333238667784,218.66486558127374,9.401222977257191,2.5799557187790363,0.17197527479989613,0.00019589661257403938,0.001045264681978617,0.002121027303833663,0.0006453518450608255,0.03951954640486831,0.15420828797591327,0.20399519011393427,0.0,0.0,0.0,0.0,-8.992077237486429,1778.6110062812293,6739.275439730138,1.3830862567547526,0.05003036019190088,0.8765177123153943,0.07345192749270474,0.03835908032709867,0.011671279864802207,0.9879044962034207,0.012095503796579333,0.0,1.4681470853091207,-0.19350092784199324,1.5570337677040906,1.5570337677040906,1.7505346955460839,2111.9465501148284,0.0
543,24.725176683885536,-8.09240678545255,394.0630841095091,1.5313766994225115,11.306221615954332,0.0006681897668563117,0.9920944056023093,0.04981303677885811,0.8777956066302581,0.07239135659088382,0.038317947466068064,0.011495089312790046,0.8784292155114534,0.9737650045938606,7.312563815968826,0.9877427426595772,0.012257257340422828,0.0,181.52028435458843,181.52028435458845,72.94564066674643,7.2644570528075105,0.0,423.9429903926994,0.7692353235996877,0.1576303513585655,215.3207120083043,9.225625138268649,2.496654951398479,0.17182285048376378,0.0001913454760704838,0.0010225417887953143,0.002150259861406723,0.000645061408220417,0.03951460936486754,0.15418150518482449,0.2040031079442753,0.0,0.0,0.0,0.0,-8.99240678545255,1781.2505559811832,6733.697056904782,1.3624508357148815,0.04981303677885811,0.8777956066302581,0.07239135659088382,0.038317947466068064,0.011495089312790046,0.9877427426595772,0.012257257340422828,0.0,1.4532612599440737,-0.21081665146602857,1.5472163585143777,1.5472163585143777,1.7580330099804062,2114.5711492026885,0.0
544,24.30151281453044,-8.09273633341867,385.3151027883747,1.5170353038853255,10.926212950708813,0.0006535612123760826,0.9922152572872188,0.04959400043777092,0.8790544325900772,0.07135156697215184,0.038276191509888334,0.011317808927882592,0.8778946123336976,0.9729985205224158,7.291018437825525,0.9875795965817489,0.012420403418251114,0.0,185.02160521586364,185.02160521586364,74.22143064402194,7.255523933831468,0.0,432.6314468147085,0.7717907644477311,0.15742759076879798,211.96052139851787,9.050534096255948,2.4145602768180203,0.1716692343732904,0.00018682618503678843,0.0009999174100625355,0.002179677452281528,0.0006445043761201578,0.03950961646375675,0.1541545051792658,0.20401102759025283,0.0,0.0,0.0,0.0,-8.992736333418671,1783.9303224284838,6728.060876534494,1.3416980405942112,0.04959400043777092,0.8790544325900772,0.07135156697215184,0.038276191509888334,0.011317808927882592,0.9875795965817489,0.012420403418251114,0.0,1.4387136819438806,-0.22824406245023465,1.5373783389162632,1.5373783389162632,1.7656224013664978,2117.2427471915626,0.0
545,23.877848945175316,-8.093065881384792,376.6088050487913,1.5025507404946967,10.556353077612822,0.0006389960304493394,0.9923365546235748,0.049373302288668035,0.8802946999349315,0.07033199777640044,0.03823382911628425,0.011139473172383785,0.8773700450571669,0.9722373996012021,7.269005012531443,0.9874150455182267,0.01258495448177329,0.0,188.65092387836597,188.65092387836597,75.54503136617731,7.246259723296394,0.0,441.6476169956892,0.7743826591291125,0.15722504200200726,208.58461745982098,8.87595963510588,2.3336872588508295,0.17151443125404686,0.00018233946873216786,0.0009773960696424376,0.002209281176836084,0.0006436767901213494,0.03950456719673162,0.1541272860222644,0.20401894905200485,0.0,0.0,0.0,0.0,-8.993065881384792,1786.651111891462,6722.366281451938,1.3208297965905618,0.049373302288668035,0.8802946999349315,0.07033199777640044,0.03823382911628425,0.011139473172383785,0.9874150455182267,0.01258495448177329,0.0,1.424494504442794,-0.2457824603699743,1.5275211250280227,1.5275211250280227,1.773303585397997,2119.9622686175226,0.0
546,23.45418507582022,-8.093395429350913,367.94583640817336,1.487921452001189,10.196351079444979,0.0006244969672517213,0.9924584272187683,0.049150992744891556,0.881516908591803,0.06933209866330543,0.0381908786744486,0.010960114070442954,0.8768558458346877,0.9714817999196282,7.246534726339524,0.9872490752775961,0.012750924722403861,0.0,192.41543557115466,192.41543557115466,76.91908932568607,7.236671119330665,0.0,451.0095523916688,0.7770113387672708,0.15702270496243353,205.1933673807433,8.70191159978471,2.2540504061732216,0.17135844528468464,0.0001778860283543396,0.0009549821667063522,0.0022390725808552367,0.0006425746604932968,0.039499460989302494,0.15409984550537698,0.20402687232966935,0.0,0.0,0.0,0.0,-8.993395429350914,1789.4137750272905,6716.612594124398,1.2998483073597193,0.049150992744891556,0.881516908591803,0.06933209866330543,0.0381908786744486,0.010960114070442954,0.9872490752775961,0.012750924722403861,0.0,1.4105940651730045,-0.2634312210959606,1.5176461245177661,1.5176461245177661,1.7810773456137268,2122.730689855113,0.0
